doctor_id,first_name,last_name,age,email,specialization,graduation_year,university_grade,educational_degree,hire_year,years_of_experience,rating_avg,salary,gender
92456,Rebecca,Caldwell,88,nataliebowman@example.org,ICU,1994,A,Bachelor,2025,23,1.96,37936.1,male
92461,Connor,Maldonado,89,davieskevin@example.com,Pharmacy,1991,B,Master,2024,19,3.24,84200.67,female
92467,Frank,Terry,49,pamelaanderson@example.com,ICU,1984,E,Master,2024,7,2.9,94916.85,female
92472,John,Harris,48,lhernandez@example.org,Surgery,2006,D,PhD,2023,26,3.35,36587.65,female
92476,Troy,Hamilton,56,dustin93@example.net,Oncology,2015,E,Bachelor,2025,14,3.84,86802.58,female
92486,Patricia,Abbott,60,lawrencebell@example.org,Neurology,2006,C,Bachelor,2023,12,2.21,66757.66,male
92512,Stacey,Rice,44,melissajohnson@example.com,Cardiology,1986,D,Master,2022,2,4.64,26117.57,male
92539,Kimberly,Hall,74,joannsmith@example.com,Pediatrics,1988,B,Master,2024,38,1.06,27015.39,male
92541,Tammy,Taylor,77,ortegatheresa@example.net,Pediatrics,1991,D,Master,2025,13,4.56,27908.85,female
92551,Joshua,Rodgers,67,richardelizabeth@example.org,ICU,2018,D,PhD,2022,11,2.92,43059.29,male
92555,Andre,Castillo,60,xtorres@example.net,ICU,1992,C,Bachelor,2024,38,4.1,42106.97,male
92558,Ashley,Bender,97,kwang@example.com,Pharmacy,2025,E,Bachelor,2024,1,3.17,73839.42,female
92560,Linda,Miller,82,laura18@example.net,Dermatology,1992,B,Master,2021,23,1.95,6297.72,male
92564,Casey,Simmons,56,clayandrea@example.org,Surgery,2001,A,Bachelor,2023,22,4.5,3359.71,male
92566,Shannon,Cox,48,gacosta@example.net,Radiology,1988,A,Master,2023,36,1.7,85547.06,male
92575,Courtney,Rogers,95,jrobertson@example.com,Pediatrics,1992,B,Bachelor,2023,14,4.63,18417.17,male
92579,Samantha,Wilson,57,fsnyder@example.org,Emergency,2001,B,Master,2025,5,2.01,96718.34,female
92584,David,Garrison,69,yacevedo@example.net,Radiology,2004,B,PhD,2025,23,4.88,45051.41,female
92591,Sally,Guzman,29,elainehall@example.net,Dermatology,1984,C,PhD,2023,23,3.49,52044.39,female
92594,Sarah,Rich,84,lauraanderson@example.org,ICU,2021,D,Bachelor,2022,19,4.4,80753.05,male
92608,Richard,Robinson,27,chunter@example.com,ICU,1991,C,PhD,2023,10,2.99,79754.91,male
92616,Kevin,Nunez,53,haleydean@example.com,Dermatology,2011,B,PhD,2021,3,1.94,15771.4,male
92623,Thomas,Harris,47,nayala@example.org,Radiology,1991,C,Bachelor,2023,30,2.78,39223.44,female
92628,Katherine,Ruiz,90,tjones@example.org,Orthopedics,2015,E,PhD,2023,20,1.62,92545.24,male
92639,Stephen,Gonzales,45,lauren84@example.com,Orthopedics,2016,C,Master,2022,13,2.09,21524.02,female
92649,Lawrence,Cohen,63,christinalee@example.org,Cardiology,1988,A,PhD,2023,26,2.29,54690.18,male
92662,Justin,Heath,59,mcdanielsandra@example.net,ICU,2002,B,PhD,2022,40,2,76046.58,male
92682,Taylor,Brown,76,briggstonya@example.net,Radiology,2013,D,Master,2023,7,1.55,74827.09,male
92689,Victoria,Lowe,65,pbrooks@example.com,Surgery,1986,D,PhD,2022,11,3.87,5095.78,female
92700,James,Evans,79,xandrade@example.org,Oncology,2025,A,Master,2022,4,2,10116.56,female
92701,Diane,Diaz,25,smithmichael@example.com,Pediatrics,1986,C,Bachelor,2024,5,4.1,27158.83,female
92702,Russell,King,47,lopezrichard@example.org,Surgery,2004,A,PhD,2021,14,3.86,57749.27,female
92727,Kathleen,Ferguson,68,kimberly73@example.com,Cardiology,1980,C,Bachelor,2021,36,2.07,61323.28,female
92751,Karen,Garza,88,alvaradoluke@example.net,Cardiology,1993,A,PhD,2024,36,1.92,46033.93,male
92758,Shannon,Gibson,37,hayleylee@example.net,Pharmacy,2000,C,PhD,2023,20,3.59,52398.67,male
92759,Timothy,Carter,97,kristengarcia@example.org,Orthopedics,1991,C,Bachelor,2023,31,2.36,52148.76,male
92760,Victoria,Wilkerson,44,rachelavila@example.org,Neurology,2013,C,Bachelor,2023,34,3.35,7775.9,female
92763,Cameron,Mueller,80,scottchelsea@example.org,Neurology,2010,A,PhD,2022,27,3.52,6168.07,male
92777,Crystal,Taylor,74,sarahlyons@example.net,Dermatology,1982,B,PhD,2024,10,3.46,34687.78,female
92796,Tiffany,Munoz,93,rwall@example.com,Neurology,2002,E,Master,2024,22,1.16,78026.65,male
92803,Edwin,Kelley,47,casey11@example.net,Orthopedics,1985,C,PhD,2023,30,3.78,75890.83,female
92810,Angela,Olson,28,brownlauren@example.org,Radiology,2005,E,Master,2025,19,3.85,87931.97,male
92825,Rachel,Hernandez,77,coreylopez@example.com,Laboratory,2010,A,PhD,2022,32,4.43,77193.16,male
92826,Brittney,Gutierrez,63,ghale@example.net,Dermatology,1999,B,PhD,2023,18,4.57,76328.07,female
92835,Kristine,Castillo,83,kenneth43@example.net,Pediatrics,2011,E,PhD,2022,38,1.92,35321.39,female
92837,Julia,Craig,36,mcintyreelizabeth@example.org,Radiology,1984,C,Master,2021,7,4.01,93748.48,male
92845,Timothy,Ramirez,47,xfitzgerald@example.com,Pediatrics,2004,E,PhD,2025,27,3.29,29401.33,female
92847,Pamela,Davenport,55,qknight@example.net,Oncology,2022,E,Bachelor,2023,20,3.17,9864.5,male
92855,Devin,Simmons,96,regina67@example.net,Dermatology,2000,E,Master,2023,11,1.94,43259.92,male
92886,Kelsey,Graves,41,stevenharrell@example.org,Orthopedics,1982,C,Master,2021,37,4.82,2705.66,female
92890,Christopher,Valentine,66,amanda70@example.net,Oncology,1981,B,Master,2023,2,2.73,80427.51,male
92891,Holly,Bishop,33,jonesanna@example.net,Surgery,2021,E,Bachelor,2023,30,4.99,63267.78,male
92895,Bonnie,Peterson,47,bennettjack@example.com,Laboratory,2003,A,Master,2023,8,3.3,67840.61,female
92912,Philip,Figueroa,29,qlopez@example.org,Dermatology,2024,A,Bachelor,2022,37,4.11,40208.29,male
92913,Matthew,Davis,35,fernandezrobert@example.net,Oncology,1980,D,Bachelor,2024,16,2.08,37788.02,male
92919,Monica,Moses,37,emma62@example.org,Pharmacy,2025,D,Master,2025,22,1.47,22118.31,male
92943,Helen,Johnson,77,mgreer@example.net,Cardiology,1987,E,PhD,2023,26,4.59,12076.75,female
92947,Matthew,Diaz,99,vwoodard@example.com,Emergency,2006,C,Bachelor,2024,27,1.1,85823.69,female
92951,John,Roman,82,johnsonraven@example.net,Neurology,2012,B,Bachelor,2023,22,2.96,96951.55,male
92971,Aimee,Frank,23,smithwillie@example.com,Neurology,1989,D,PhD,2024,7,2.76,22873.1,female
92974,Allison,Reid,40,mhernandez@example.org,ICU,2008,D,Master,2024,6,1.73,27149.05,female
92978,Stephen,Lopez,59,rbaldwin@example.net,Emergency,2003,D,Bachelor,2022,16,4.61,54124.8,male
93000,Katelyn,Wiley,41,bartlettariel@example.org,Emergency,2003,C,Bachelor,2025,28,4.97,53463.85,female
93001,Deborah,Fischer,56,kimberlybrandt@example.com,ICU,1989,A,Master,2025,34,1.17,18691.33,female
93013,Amy,Wilson,72,jeffmartinez@example.net,ICU,2021,C,PhD,2023,37,3.67,4322.4,male
93030,Ryan,Phillips,44,hernandezjames@example.org,Pharmacy,2013,A,Bachelor,2021,30,3.42,41279.84,female
93032,Aaron,Kelly,68,sarakirby@example.net,Pharmacy,1986,D,Master,2024,31,3.76,11632.77,male
93040,Anthony,Gutierrez,39,xwiley@example.com,ICU,1991,C,Bachelor,2025,32,4.72,88033.88,male
93057,Joseph,Levine,62,martinbenjamin@example.org,Dermatology,1991,A,Bachelor,2024,7,3.69,13044.85,male
93079,Mary,Burns,58,cunninghamlaura@example.org,Orthopedics,2019,E,PhD,2024,3,2.58,88137.85,female
93082,Wayne,Howe,58,littlerebecca@example.org,Oncology,2010,A,Master,2021,23,4.22,84895.29,female
93094,Alyssa,Thomas,23,edwardstiffany@example.com,Surgery,1999,C,Bachelor,2021,23,4.56,20243.46,female
93107,Darrell,Bell,96,qaguilar@example.net,Pediatrics,2007,C,Master,2022,9,2.34,48633.76,male
93112,Gregory,Perez,88,rebecca09@example.net,Dermatology,1989,D,PhD,2025,34,2.47,91456.95,male
93115,Megan,Hughes,29,ajohns@example.org,Pediatrics,1983,E,Bachelor,2023,6,2.11,94967.17,female
93130,Kenneth,Hernandez,36,billyroman@example.org,Cardiology,2023,E,Master,2021,29,1.2,58795.86,female
93138,Sarah,Weaver,79,simmonsjennifer@example.net,Emergency,1997,B,Master,2023,1,1.5,49797.65,female
93140,Anthony,Cole,93,hernandezchristine@example.net,Radiology,2012,C,Master,2022,14,4.27,55364.76,female
93159,James,Patel,36,bwilson@example.com,ICU,1986,D,Master,2022,29,3.7,90987.48,male
93163,Darin,Sweeney,53,byrdfrank@example.net,Cardiology,2005,E,PhD,2024,10,1.22,2373.93,male
93183,Mark,Wilson,61,mmoore@example.net,Orthopedics,2005,E,Bachelor,2024,39,2,73327.16,male
93187,Brendan,Taylor,92,tfoster@example.net,Neurology,2002,B,PhD,2022,26,2.53,22571.77,male
93194,Michael,Ramos,63,davidsmith@example.net,Dermatology,2020,D,Bachelor,2022,29,2.5,6751.1,female
93210,Richard,Rivera,99,isaacpeters@example.org,Radiology,2023,D,PhD,2021,36,3.98,68684.91,female
93220,Crystal,Harvey,37,xharris@example.net,Emergency,1983,A,PhD,2022,36,4.54,13011.06,male
93237,Douglas,Kim,59,yhenry@example.com,Neurology,2009,E,Master,2022,33,1.38,61435.39,male
93242,Peter,Butler,69,laura29@example.org,Cardiology,2018,B,Bachelor,2024,34,2.34,19773.82,male
93243,Marc,Wright,99,kburns@example.net,Pediatrics,1996,E,Master,2023,28,4.58,85455.44,male
93244,Jocelyn,Krueger,52,rebecca73@example.org,Surgery,2022,E,Master,2022,34,1.55,89912.44,male
93245,Maria,Ellison,98,jenna62@example.com,Cardiology,2022,D,PhD,2024,16,2.12,61457.07,female
93248,Jacob,White,96,hannahnelson@example.com,Orthopedics,2019,A,Master,2023,9,2.41,32514.81,male
93268,Robert,Flores,70,whiteaaron@example.net,Orthopedics,2018,A,Master,2025,6,2.35,64400.62,male
93288,Justin,Gray,95,hfoley@example.com,Cardiology,2000,E,Master,2023,31,1.14,21637.14,female
93292,Regina,Carroll,64,ruiztyler@example.com,Laboratory,1980,C,Bachelor,2022,18,1.63,97220.21,female
93302,Caroline,Davis,24,thomasbrown@example.org,Pharmacy,2017,C,Bachelor,2023,29,1.54,68294.05,female
93311,Douglas,Abbott,77,wellsjeffrey@example.org,Surgery,2009,A,PhD,2024,25,1.09,60280.76,male
93314,Kara,Baker,76,laurahamilton@example.com,Emergency,2009,A,PhD,2022,12,1.87,82902.57,female
93323,Gabrielle,Johnson,73,ryanreeves@example.org,Neurology,1988,B,PhD,2025,36,3.45,95338.29,female
93326,Matthew,Nichols,70,daniel26@example.net,Dermatology,2004,E,PhD,2023,29,3.65,86060.11,female
93327,Chelsea,Murray,98,vwalters@example.net,Pediatrics,1985,C,Bachelor,2025,8,1.37,26531.03,female
93340,Walter,Jenkins,88,arthur09@example.com,Pharmacy,1983,D,Master,2021,7,4.13,61746.27,male
93349,Nicholas,Stone,95,taylorkimberly@example.net,Dermatology,1990,A,PhD,2025,11,4.68,17610.57,male
93356,Lisa,Edwards,82,wgarcia@example.net,Surgery,2010,A,Bachelor,2022,11,4.45,65798.98,male
93365,Theresa,Burton,39,xgibson@example.org,Oncology,1987,D,Master,2021,5,2.05,32795.32,female
93379,Thomas,Nelson,38,zstewart@example.com,Surgery,2016,B,Master,2025,32,4.55,93054.03,male
93404,Jermaine,Miller,79,hesskeith@example.net,Dermatology,2005,B,Bachelor,2021,5,2.61,17960.21,male
93406,Holly,Duffy,65,hharris@example.net,Neurology,1993,B,Bachelor,2024,25,4.75,9057.17,female
93411,Mckenzie,Roberts,92,kevinmendez@example.org,Orthopedics,2016,A,Master,2022,23,3.61,31249.58,male
93429,Adrienne,Beck,23,robertalvarez@example.org,Cardiology,1994,D,Master,2024,23,2.61,2365.72,female
93439,Steven,Khan,82,danderson@example.org,Orthopedics,2003,C,Bachelor,2022,34,1.64,42525.5,male
93447,Kelly,Gonzalez,72,hansenkenneth@example.org,Radiology,2002,A,PhD,2021,36,1.29,48998.93,male
93459,Charles,Martinez,67,aalexander@example.com,Laboratory,2017,B,Bachelor,2025,15,2.46,96575.13,male
93466,Linda,Sanchez,52,bwalker@example.net,Neurology,1995,B,PhD,2021,21,4.47,8785.77,male
93470,Richard,Fletcher,85,maryyoung@example.com,Laboratory,2014,D,PhD,2022,29,3.81,29766.19,female
93484,Joseph,Zuniga,42,longchristopher@example.net,Orthopedics,1998,D,Master,2022,27,4.77,80538.4,female
93492,Dustin,Holloway,60,deborahewing@example.net,Surgery,1995,B,PhD,2021,29,4.09,39369.91,male
93503,Donna,Sheppard,33,jonathanmelendez@example.net,Orthopedics,2021,D,PhD,2024,2,1.55,50524.35,female
93504,David,Conway,86,tylerrodney@example.com,ICU,1991,C,Master,2021,20,1.49,26971.08,female
93533,Thomas,Frey,92,gsingleton@example.com,Laboratory,2018,D,PhD,2025,38,1.66,85679.72,female
93545,Abigail,Peters,89,olivia29@example.net,Emergency,1987,E,Bachelor,2022,10,1.29,75028.86,male
93548,Michelle,Parker,26,ujohnson@example.com,Laboratory,2006,B,Master,2021,11,1.03,72492.87,male
93550,Jamie,Vasquez,29,greenedaniel@example.net,Dermatology,1992,B,Master,2024,32,3.63,88732.04,male
93552,Lori,Pearson,98,tammymerritt@example.org,Neurology,1993,C,Bachelor,2023,37,1.41,80094.68,male
93559,Kelly,Duffy,56,ashleytorres@example.net,Emergency,2010,D,Bachelor,2025,13,2.51,76857.58,male
93563,Erica,Branch,31,dawnthomas@example.org,Pediatrics,2012,B,PhD,2023,5,2.04,26184.78,male
93565,Leslie,Fisher,92,steve96@example.net,Oncology,1999,D,Bachelor,2023,12,3.34,93676.59,female
93576,Kelly,Edwards,94,ssanchez@example.com,Emergency,1997,C,Master,2023,34,3.77,23925.38,female
93579,Joseph,Berry,71,flemingrichard@example.com,Pharmacy,1988,D,Bachelor,2022,14,4.13,23754.31,male
93586,Brandy,Delacruz,57,kwest@example.net,Surgery,1990,B,Master,2025,34,4.06,19938.24,male
93601,William,Patterson,26,gregoryjoseph@example.com,Surgery,2023,B,PhD,2022,34,1.16,59385.39,male
93620,Scott,Sharp,84,douglas31@example.net,Oncology,2000,C,PhD,2023,13,2.15,71556.03,male
93622,William,Smith,54,michaelmary@example.net,Surgery,1998,D,Master,2022,11,4.16,61458.24,male
93626,Christopher,Lucas,43,wrightsamuel@example.com,ICU,2000,B,Bachelor,2024,33,2.87,88149.42,female
93627,David,Potter,45,vshaw@example.com,Dermatology,2023,E,Bachelor,2024,6,2.39,73801.72,male
93638,Christian,Cardenas,27,pittmanelizabeth@example.com,Emergency,1988,B,PhD,2022,31,1.94,90286.35,female
93640,Brett,Baker,52,xpham@example.com,Orthopedics,1996,D,PhD,2022,28,1.21,76463.05,female
93647,Nathan,Munoz,31,vford@example.net,Cardiology,1996,D,Bachelor,2022,30,4.66,18229.19,male
93659,Robert,Fletcher,63,yclay@example.com,Pharmacy,2023,A,PhD,2024,18,1.88,66884.83,male
93661,Lori,Moore,49,jerrywilliams@example.org,Surgery,1993,B,Bachelor,2025,40,3.93,15258.83,female
93670,Patricia,Burton,24,michaelmitchell@example.net,Radiology,2015,A,Master,2021,30,2.25,93537.49,male
93685,Andrew,Castillo,28,carterraymond@example.net,Dermatology,2010,A,PhD,2024,30,1.11,60722.74,female
93703,Michelle,Hernandez,29,jamiewhite@example.org,Pediatrics,2020,C,Master,2021,32,2.76,60685.9,female
93704,Erica,Bailey,80,stephanie46@example.org,Dermatology,2008,D,Master,2022,18,4.52,80829.71,male
93735,Eric,Jordan,84,melissa32@example.com,Oncology,1998,D,Master,2024,39,4.13,50310.6,male
93748,John,Griffin,31,benjaminwarner@example.org,Orthopedics,1986,B,Master,2025,20,4.14,50128.35,male
93759,Nicholas,Jimenez,98,ugraham@example.org,Orthopedics,1984,E,Master,2022,31,4.62,30928.82,male
93767,Stephanie,Abbott,36,andre19@example.com,Radiology,2016,A,PhD,2021,25,1.77,68674.68,female
93785,Michael,Hawkins,78,samantha38@example.org,Oncology,2025,E,Bachelor,2023,25,3.58,4136.99,male
93786,Hannah,Chavez,91,timothypatel@example.org,Dermatology,2011,E,Master,2025,1,1.95,84083.36,male
93800,David,Lyons,47,fernandezjennifer@example.net,Laboratory,2004,E,PhD,2021,36,4.41,48850.99,female
93811,Norman,Brown,86,jjohnson@example.com,Laboratory,2003,C,PhD,2024,20,3.12,5619.45,male
93812,Ronald,Graves,79,zjohnson@example.org,Laboratory,2023,A,Master,2024,35,3.57,19466.89,female
93814,Katherine,Duarte,51,qmolina@example.org,Radiology,2022,B,Master,2022,30,3.34,46475.49,female
93828,Patricia,Mathews,25,richardcarter@example.com,Neurology,2003,E,PhD,2024,39,4.23,68322.8,male
93842,Melissa,Wood,98,alexander55@example.com,Emergency,2025,D,Master,2022,1,4.96,45681.69,male
93861,Gregory,Deleon,95,connor01@example.net,Neurology,1999,A,Master,2024,22,3.94,16509.47,male
93862,Brian,Brown,50,josephschneider@example.org,Radiology,2009,E,Master,2022,17,2.82,86744.91,male
93865,Whitney,Mendoza,58,davidbrooks@example.com,Orthopedics,2018,B,Master,2021,27,4.4,59482.13,male
93882,Cathy,Ware,78,berrydebbie@example.net,Oncology,1985,B,Master,2024,13,1.91,98592.33,female
93904,Christina,Robinson,91,melanie50@example.net,Emergency,2013,A,Master,2021,30,2.21,11447.35,female
93913,Patricia,Cruz,32,hweber@example.org,ICU,1998,E,Bachelor,2025,23,1.48,74004.78,female
93931,Francisco,Escobar,87,johnnychase@example.org,Laboratory,1982,D,Bachelor,2024,5,2,65752.16,female
93935,Jonathan,Wall,29,morriskrystal@example.com,ICU,2017,A,Master,2023,37,1.73,3545.78,female
93952,Gerald,Thompson,74,heather02@example.com,Radiology,2002,B,Master,2023,7,2.78,40169.2,female
93955,Larry,Orozco,33,ryantraci@example.org,Radiology,2016,B,Bachelor,2024,39,2.56,93848.11,male
93984,Joseph,Carroll,81,dustin91@example.com,Radiology,2023,D,Bachelor,2021,32,1.78,96557.6,female
94013,Richard,Eaton,52,wrightjohn@example.net,Pharmacy,2018,C,PhD,2023,9,2.19,61348.57,female
94029,Kathleen,Roberts,71,tali@example.com,Cardiology,2016,C,Master,2022,1,2.88,88312.15,female
94051,Wesley,Dorsey,79,mistywolf@example.com,Neurology,2019,C,Master,2023,4,3.63,78531.01,male
94064,Jennifer,Hickman,48,lauracain@example.com,Neurology,2017,B,Master,2024,21,3.81,19392.79,male
94075,Renee,Clark,89,mortonjesse@example.org,Emergency,1986,E,Master,2023,33,3.21,70716.72,female
94086,Jerome,Solis,89,martin38@example.net,Pediatrics,1985,E,Bachelor,2025,12,2.15,48084.34,male
94088,Jennifer,Wilkinson,55,masontony@example.com,ICU,2014,D,Bachelor,2021,15,1.81,67003.62,male
94094,Paula,Miller,50,scottgibson@example.net,Emergency,2025,B,PhD,2023,12,3.84,3571.68,male
94113,Sara,Osborn,31,ehenry@example.net,Cardiology,1996,D,Bachelor,2024,30,3.63,40953.98,male
94146,Ricky,Baker,52,daniellecoleman@example.org,ICU,2021,B,Master,2021,4,3.49,54277.72,male
94152,Julia,Mckinney,84,keithkent@example.net,Neurology,2013,E,Bachelor,2023,34,2.26,71428.74,female
94153,Mark,Garza,55,courtney31@example.net,Orthopedics,1982,A,Master,2022,6,4.92,51989.95,female
94165,Brandon,Martinez,53,robinsontracy@example.org,Pharmacy,1999,C,Master,2024,40,2.04,15490.6,female
94166,Maria,Martin,62,larmstrong@example.net,Radiology,2003,A,PhD,2021,37,3.59,62455.74,female
94172,Kurt,Atkins,72,tonimoore@example.org,Pediatrics,1997,B,PhD,2022,15,1.77,28809.55,male
94189,Kelly,Stevens,83,rhayes@example.org,Cardiology,1980,D,Bachelor,2024,37,2.32,66755.11,female
94192,Ryan,Davis,59,haysbrittany@example.com,Orthopedics,1992,A,Master,2023,3,1.62,27606.39,male
94210,Christine,Campbell,57,jimenezchelsea@example.com,Laboratory,2014,C,Master,2022,5,1.73,30380.34,female
94211,Raymond,Davis,88,ashleyanderson@example.com,Laboratory,1998,A,PhD,2021,27,2.8,89993.22,male
94219,Jennifer,Miller,73,batkins@example.com,Neurology,2014,D,PhD,2023,27,2.03,42581.2,female
94223,Philip,Melendez,43,andersonmary@example.com,Radiology,2013,D,PhD,2025,11,3.54,56542.8,male
94225,Jody,Martinez,87,jason88@example.com,Surgery,2005,C,Bachelor,2021,22,2.63,74662.23,male
94233,Joshua,Harper,92,ellislinda@example.com,Emergency,1992,B,Master,2023,6,4.29,38796.73,male
94250,Michael,Schultz,36,boydstephanie@example.org,Oncology,2003,E,PhD,2024,33,1.19,46349.79,male
94258,Nathaniel,Gilbert,74,reneehernandez@example.org,Surgery,2003,E,Master,2022,12,2.79,72992.27,male
94264,Dana,Powell,72,chavezisabel@example.com,Oncology,2011,A,PhD,2022,32,2.36,24215.13,female
94271,Carol,Kline,33,jacksonthomas@example.com,Dermatology,2010,C,PhD,2021,28,2.52,52480.01,female
94276,Amanda,Miller,28,lbaker@example.org,ICU,1980,B,Bachelor,2022,19,3.94,95659.39,female
94295,Manuel,Johnson,80,nicholasscott@example.net,Pharmacy,1988,B,PhD,2022,8,4.46,19736.57,female
94302,Sarah,Knox,35,tammy94@example.com,Laboratory,1993,A,Master,2023,22,3.53,68771.86,male
94312,Michael,Walker,36,mjones@example.org,Pediatrics,2006,B,PhD,2021,24,2.51,34639.38,male
94315,Joshua,Jordan,67,jeffreymunoz@example.com,Pharmacy,1989,E,Master,2022,2,3.4,20275.73,female
94340,Antonio,Bailey,76,roy33@example.com,Pediatrics,2021,C,Master,2024,24,2.57,73678.24,female
94346,Kevin,Good,96,jessica37@example.com,Dermatology,2017,C,Bachelor,2023,39,3.85,16028.97,male
94349,Mary,Blake,99,curtis11@example.net,Dermatology,2017,B,Master,2021,7,1.9,96260.06,female
94388,Wendy,Reilly,86,alicecalderon@example.org,Neurology,2022,D,Master,2025,24,4.4,95655.51,male
94409,Luis,Mckenzie,80,david02@example.org,Oncology,2008,C,Bachelor,2024,2,1.41,42409.18,male
94426,Aaron,Cruz,26,acosta@example.com,ICU,1993,A,PhD,2023,35,4.58,54888.36,female
94437,Nicholas,Johnson,39,zlucas@example.org,Oncology,1980,E,Bachelor,2021,5,3.53,23516.61,female
94442,Scott,Gilbert,83,bradley89@example.net,Radiology,1998,E,Master,2022,3,2.76,57912.92,male
94456,Rose,Brown,59,jeffreygibbs@example.net,Emergency,2012,C,Master,2022,31,3.88,25649.49,male
94458,Lindsey,Villa,83,msilva@example.net,Laboratory,1997,C,Master,2023,29,1.53,48147.33,female
94460,John,Gray,27,brewereric@example.net,Emergency,2007,D,PhD,2023,16,2.46,70880.98,male
94469,Austin,Jones,73,morriskevin@example.net,Orthopedics,1992,E,PhD,2021,5,1.86,45980.7,male
94472,Robert,Gallagher,74,aaron80@example.com,Radiology,2024,E,PhD,2025,5,2.57,97440.69,female
94478,Joseph,Young,56,mchase@example.org,Oncology,1984,D,Bachelor,2025,26,1.71,50221.61,male
94481,Michelle,Jordan,60,robertwilcox@example.com,Cardiology,2019,C,Bachelor,2025,27,1.75,67485.06,female
94482,Anthony,Newman,99,wbowers@example.org,Cardiology,1981,C,Bachelor,2025,22,2.73,36091.07,male
94491,Jeremy,Diaz,43,jbridges@example.org,ICU,1985,C,Bachelor,2022,1,3.53,47412.08,female
94496,Xavier,Thomas,34,tharris@example.net,Emergency,2012,B,Master,2022,25,4.29,82526.83,female
94502,Cory,Martinez,24,clee@example.com,Emergency,1980,A,Bachelor,2021,2,1.84,4029.5,female
94503,Jessica,Adams,52,danielspencer@example.net,Oncology,1982,A,Master,2021,16,2.63,6467.02,female
94505,Charles,Martin,82,james71@example.net,Pediatrics,2020,D,Master,2021,9,2.28,74729.17,male
94509,Erika,Barrera,72,htorres@example.com,Laboratory,1988,A,PhD,2022,29,1.08,86361.1,male
94510,Amy,King,41,lhatfield@example.org,ICU,1994,B,Master,2022,35,4.42,53661.22,male
94518,Sheryl,Clark,36,williamsdavid@example.com,Dermatology,1981,A,PhD,2023,14,3.16,91874.71,male
94523,Jessica,Martinez,67,gordondeborah@example.net,Emergency,2020,D,Bachelor,2022,20,4.03,22496.68,male
94526,Samuel,Jenkins,97,tarabishop@example.net,Pharmacy,1983,E,Master,2022,34,3.52,62734.11,male
94540,Anthony,Jimenez,81,jordan66@example.com,Pharmacy,2013,D,Master,2021,1,3.7,39183.94,male
94544,Tara,Henderson,54,robertburns@example.org,Pharmacy,2002,E,PhD,2025,17,4.08,78480.53,male
94551,Sara,Brooks,48,christopherwalker@example.net,Orthopedics,1986,E,Bachelor,2022,27,1.3,40074.38,female
94555,Brett,Castillo,34,rhernandez@example.org,Emergency,1985,E,PhD,2023,25,1.05,42553.39,female
94572,Andrew,Morales,43,paulrobinson@example.com,ICU,1988,E,PhD,2021,11,2.26,4229.5,female
94583,Elizabeth,Waller,90,dellis@example.com,Cardiology,1997,A,PhD,2023,18,3.55,49868.47,male
94586,Erik,Smith,56,maryflores@example.net,Emergency,2023,C,Bachelor,2023,18,1.33,41093.14,male
94600,Kelsey,Valenzuela,41,stacey53@example.com,Dermatology,2024,C,Master,2024,14,4.67,20742.98,male
94604,Carrie,Walker,83,yluna@example.org,Laboratory,2017,A,Bachelor,2023,31,1.89,29114.12,male
94646,Nancy,Baker,91,williamrodriguez@example.net,Orthopedics,2022,D,PhD,2022,17,3.11,61446.2,male
94690,Jason,Goodman,39,cjensen@example.org,Dermatology,2012,E,Master,2022,5,4.3,31223.82,male
94708,Amy,Moran,44,gabriel67@example.com,Oncology,2009,A,PhD,2021,31,4.31,7705.09,male
94718,Vincent,White,41,phillipmorris@example.org,Orthopedics,2023,C,Master,2024,21,4.44,91291.5,male
94728,Kenneth,Gallagher,76,bradbennett@example.com,Cardiology,2012,A,Bachelor,2024,23,3.24,72341.25,male
94770,Ashley,Hodge,36,nathanielshields@example.com,Pharmacy,2021,A,Master,2021,35,4.7,49576.8,female
94781,Joseph,Barker,70,austinmyers@example.com,Neurology,2009,C,Bachelor,2023,27,3.72,40384.48,male
94792,Harold,Ferguson,83,johnsmith@example.org,Neurology,1990,D,Master,2024,15,1.32,60990.33,male
94798,Kevin,Stewart,60,richard85@example.com,Surgery,2023,B,PhD,2025,11,4.6,50769.8,male
94818,John,Hooper,58,kathrynsmith@example.com,ICU,2004,A,PhD,2022,26,1.14,47611.59,female
94825,Sharon,Hill,52,aaron00@example.com,Cardiology,1983,B,Master,2024,6,2.65,46550.81,female
94847,Stephanie,Martin,85,nicholasvargas@example.org,Surgery,2007,D,Bachelor,2022,14,3.61,64163.5,female
94849,Anna,Sosa,26,harristimothy@example.com,Pediatrics,1982,B,Bachelor,2022,37,4.07,26475.11,male
94866,Jay,Carroll,33,whernandez@example.org,Orthopedics,1999,D,PhD,2022,11,1.47,67767.98,male
94875,Derek,Joseph,85,yfreeman@example.net,ICU,2007,B,Bachelor,2022,27,3.95,21674.77,female
94877,David,Garcia,93,shannon09@example.org,Pediatrics,1998,D,Master,2022,38,1.44,2473.27,female
94892,Charles,Burns,68,epruitt@example.org,Surgery,2018,A,PhD,2023,34,1.83,3468.05,female
94919,Joshua,Murray,28,deanshannon@example.org,Surgery,2012,A,PhD,2025,13,2.69,9403.69,male
94920,Gina,Nielsen,98,hallpaul@example.org,ICU,2002,C,Master,2022,35,1.31,92432.83,female
